Schematics,MiniADSR 1.0.1.pdf, https://github.com/benjiaomodular/MiniADSR/raw/main/Exports/MiniADSR%201.0.1.pdf
Gerber Files,MiniADSR 1.0.1 - Main.zip,https://github.com/benjiaomodular/MiniADSR/raw/main/Fabrication/MiniADSR%20v1.0.1/MiniADSR%201.0.1%20-%Main.zip
,MiniADSR 1.0.1 - Control.zip,https://github.com/benjiaomodular/MiniADSR/raw/main/Fabrication/MiniADSR%20v1.0.1/MiniADSR%201.0.1%20-%20Control.zip
,MiniADSR 1.0.1 - Front.zip,https://github.com/benjiaomodular/MiniADSR/raw/main/Fabrication/MiniADSR%20v1.0.1/MiniADSR%201.0.1%20-%Front.zip
